school,conference,host,sport,season,method,n_players
UT Martin,Summit / MAAC / NEC / OVC,utmsports.com,womens-tennis,2025,devalue,7
UT Martin,Summit / MAAC / NEC / OVC,utmsports.com,womens-tennis,2026,devalue,7
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,mens-tennis,2022,legacy-html,9
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,mens-tennis,2023,legacy-html,7
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,mens-tennis,2024,legacy-html,8
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,mens-tennis,2025,legacy-html,10
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,mens-tennis,2026,legacy-html,9
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,womens-tennis,2022,legacy-html,8
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,womens-tennis,2023,legacy-html,8
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,womens-tennis,2024,legacy-html,8
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,womens-tennis,2025,legacy-html,8
Texas A&M-Corpus Christi,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goislanders.com,womens-tennis,2026,legacy-html,8
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,mens-tennis,2022,devalue,11
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,mens-tennis,2023,devalue,9
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,mens-tennis,2024,devalue,10
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,mens-tennis,2025,devalue,10
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,mens-tennis,2026,devalue,9
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,womens-tennis,2022,devalue,9
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,womens-tennis,2023,devalue,7
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,womens-tennis,2024,devalue,8
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,womens-tennis,2025,devalue,8
Abilene Christian,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,acusports.com,womens-tennis,2026,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,mens-tennis,2022,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,mens-tennis,2023,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,mens-tennis,2024,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,mens-tennis,2025,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,mens-tennis,2026,none,0
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,womens-tennis,2022,legacy-html,8
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,womens-tennis,2023,legacy-html,8
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,womens-tennis,2024,legacy-html,8
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,womens-tennis,2025,legacy-html,8
McNeese,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,mcneesesports.com,womens-tennis,2026,legacy-html,9
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,mens-tennis,2022,devalue,9
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,mens-tennis,2023,devalue,12
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,mens-tennis,2024,devalue,7
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,mens-tennis,2025,devalue,10
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,mens-tennis,2026,devalue,8
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,womens-tennis,2022,devalue,9
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,womens-tennis,2023,devalue,8
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,womens-tennis,2024,devalue,8
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,womens-tennis,2025,devalue,7
Grand Canyon,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gculopes.com,womens-tennis,2026,devalue,10
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,mens-tennis,2022,none,0
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,mens-tennis,2023,none,0
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,mens-tennis,2024,none,0
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,mens-tennis,2025,none,0
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,mens-tennis,2026,none,0
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,womens-tennis,2022,legacy-html,9
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,womens-tennis,2023,legacy-html,11
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,womens-tennis,2024,legacy-html,11
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,womens-tennis,2025,legacy-html,11
Southeastern Louisiana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lionsports.net,womens-tennis,2026,legacy-html,9
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,mens-tennis,2022,legacy-html,8
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,mens-tennis,2023,legacy-html,9
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,mens-tennis,2024,legacy-html,7
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,mens-tennis,2025,legacy-html,6
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,mens-tennis,2026,legacy-html,7
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,womens-tennis,2022,legacy-html,10
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,womens-tennis,2023,legacy-html,8
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,womens-tennis,2024,legacy-html,8
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,womens-tennis,2025,legacy-html,6
UT Arlington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,utamavs.com,womens-tennis,2026,legacy-html,6
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,mens-tennis,2022,none,0
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,mens-tennis,2023,none,0
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,mens-tennis,2024,none,0
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,mens-tennis,2025,none,0
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,mens-tennis,2026,none,0
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,womens-tennis,2022,legacy-html,8
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,womens-tennis,2023,legacy-html,8
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,womens-tennis,2024,legacy-html,7
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,womens-tennis,2025,legacy-html,8
Northwestern State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,nsudemons.com,womens-tennis,2026,legacy-html,9
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,mens-tennis,2022,devalue,15
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,mens-tennis,2023,devalue,15
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,mens-tennis,2024,devalue,13
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,mens-tennis,2025,devalue,10
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,mens-tennis,2026,devalue,12
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,womens-tennis,2022,devalue,17
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,womens-tennis,2023,devalue,15
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,womens-tennis,2024,devalue,15
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,womens-tennis,2025,devalue,18
Army,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goarmywestpoint.com,womens-tennis,2026,devalue,16
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,mens-tennis,2022,devalue,11
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,mens-tennis,2023,devalue,11
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,mens-tennis,2024,devalue,13
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,mens-tennis,2025,devalue,8
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,mens-tennis,2026,devalue,8
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,womens-tennis,2022,devalue,10
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,womens-tennis,2023,devalue,12
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,womens-tennis,2024,devalue,10
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,womens-tennis,2025,devalue,11
Boston University,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goterriers.com,womens-tennis,2026,devalue,9
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,mens-tennis,2022,none,0
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,mens-tennis,2023,none,0
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,mens-tennis,2024,none,0
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,mens-tennis,2025,none,0
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,mens-tennis,2026,none,0
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,womens-tennis,2022,legacy-html,8
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,womens-tennis,2023,legacy-html,9
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,womens-tennis,2024,legacy-html,8
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,womens-tennis,2025,legacy-html,8
Tarleton,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,tarletonsports.com,womens-tennis,2026,legacy-html,9
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,mens-tennis,2022,devalue,8
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,mens-tennis,2023,devalue,8
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,mens-tennis,2024,devalue,8
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,mens-tennis,2025,devalue,9
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,mens-tennis,2026,devalue,10
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,womens-tennis,2022,devalue,8
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,womens-tennis,2023,devalue,8
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,womens-tennis,2024,devalue,10
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,womens-tennis,2025,devalue,10
Bucknell,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,bucknellbison.com,womens-tennis,2026,devalue,10
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,mens-tennis,2022,legacy-html,8
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,mens-tennis,2023,legacy-html,9
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,mens-tennis,2024,legacy-html,10
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,mens-tennis,2025,legacy-html,9
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,mens-tennis,2026,legacy-html,10
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,womens-tennis,2022,legacy-html,11
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,womens-tennis,2023,legacy-html,11
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,womens-tennis,2024,legacy-html,10
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,womens-tennis,2025,legacy-html,11
Lafayette,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goleopards.com,womens-tennis,2026,legacy-html,10
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,mens-tennis,2022,legacy-html,16
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,mens-tennis,2023,legacy-html,16
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,mens-tennis,2024,legacy-html,17
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,mens-tennis,2025,legacy-html,15
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,mens-tennis,2026,legacy-html,11
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,womens-tennis,2022,legacy-html,15
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,womens-tennis,2023,legacy-html,15
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,womens-tennis,2024,legacy-html,13
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,womens-tennis,2025,legacy-html,14
Loyola Maryland,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,loyolagreyhounds.com,womens-tennis,2026,legacy-html,8
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,mens-tennis,2022,devalue,10
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,mens-tennis,2023,devalue,12
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,mens-tennis,2024,devalue,9
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,mens-tennis,2025,devalue,12
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,mens-tennis,2026,devalue,12
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,womens-tennis,2022,devalue,8
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,womens-tennis,2023,devalue,8
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,womens-tennis,2024,devalue,9
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,womens-tennis,2025,devalue,10
Lehigh,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,lehighsports.com,womens-tennis,2026,devalue,10
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,mens-tennis,2022,legacy-html,18
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,mens-tennis,2023,legacy-html,16
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,mens-tennis,2024,legacy-html,16
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,mens-tennis,2025,legacy-html,18
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,mens-tennis,2026,legacy-html,16
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,womens-tennis,2022,legacy-html,12
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,womens-tennis,2023,legacy-html,11
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,womens-tennis,2024,legacy-html,13
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,womens-tennis,2025,legacy-html,15
Navy,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,navysports.com,womens-tennis,2026,legacy-html,15
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,mens-tennis,2022,legacy-html,10
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,mens-tennis,2023,legacy-html,7
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,mens-tennis,2024,legacy-html,7
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,mens-tennis,2025,legacy-html,7
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,mens-tennis,2026,legacy-html,7
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,womens-tennis,2022,legacy-html,7
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,womens-tennis,2023,legacy-html,8
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,womens-tennis,2024,legacy-html,8
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,womens-tennis,2025,legacy-html,8
Eastern Washington,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goeags.com,womens-tennis,2026,legacy-html,8
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,mens-tennis,2022,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,mens-tennis,2023,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,mens-tennis,2024,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,mens-tennis,2025,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,mens-tennis,2026,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,womens-tennis,2022,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,womens-tennis,2023,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,womens-tennis,2024,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,womens-tennis,2025,none,0
Utah Valley,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gouvu.com,womens-tennis,2026,none,0
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,mens-tennis,2022,legacy-html,9
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,mens-tennis,2023,legacy-html,9
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,mens-tennis,2024,legacy-html,8
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,mens-tennis,2025,legacy-html,8
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,mens-tennis,2026,legacy-html,9
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,womens-tennis,2022,legacy-html,5
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,womens-tennis,2023,legacy-html,8
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,womens-tennis,2024,legacy-html,9
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,womens-tennis,2025,legacy-html,8
Idaho,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,govandals.com,womens-tennis,2026,legacy-html,8
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,mens-tennis,2022,devalue,10
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,mens-tennis,2023,devalue,9
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,mens-tennis,2024,devalue,10
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,mens-tennis,2025,devalue,10
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,mens-tennis,2026,devalue,9
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,womens-tennis,2022,devalue,9
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,womens-tennis,2023,devalue,10
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,womens-tennis,2024,devalue,8
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,womens-tennis,2025,devalue,8
Montana,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,gogriz.com,womens-tennis,2026,devalue,4
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,mens-tennis,2022,legacy-html,6
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,mens-tennis,2023,legacy-html,7
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,mens-tennis,2024,legacy-html,10
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,mens-tennis,2025,legacy-html,6
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,mens-tennis,2026,legacy-html,10
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,womens-tennis,2022,legacy-html,7
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,womens-tennis,2023,legacy-html,8
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,womens-tennis,2024,legacy-html,7
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,womens-tennis,2025,legacy-html,6
Portland State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,goviks.com,womens-tennis,2026,legacy-html,9
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,mens-tennis,2022,devalue,10
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,mens-tennis,2023,devalue,8
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,mens-tennis,2024,devalue,2
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,mens-tennis,2025,devalue,8
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,mens-tennis,2026,devalue,8
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,womens-tennis,2022,devalue,7
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,womens-tennis,2023,devalue,8
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,womens-tennis,2024,devalue,10
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,womens-tennis,2025,devalue,9
Montana State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,msubobcats.com,womens-tennis,2026,devalue,8
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,mens-tennis,2022,legacy-html,9
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,mens-tennis,2023,legacy-html,11
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,mens-tennis,2024,legacy-html,9
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,mens-tennis,2025,legacy-html,8
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,mens-tennis,2026,legacy-html,10
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,womens-tennis,2022,legacy-html,10
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,womens-tennis,2023,legacy-html,10
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,womens-tennis,2024,legacy-html,8
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,womens-tennis,2025,legacy-html,8
Sacramento State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,hornetsports.com,womens-tennis,2026,legacy-html,8
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,mens-tennis,2022,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,mens-tennis,2023,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,mens-tennis,2024,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,mens-tennis,2025,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,mens-tennis,2026,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,womens-tennis,2022,legacy-html,8
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,womens-tennis,2023,legacy-html,8
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,womens-tennis,2024,legacy-html,8
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,womens-tennis,2025,legacy-html,6
Florida A&M,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,famuathletics.com,womens-tennis,2026,legacy-html,9
Weber State,Southland / WAC / Patriot / Big Sky / MEAC / SWAC,weberstatesports.com,mens-tennis,2022,devalue,9
