school,conference,host,sport,season,method,n_players
Long Beach State,Big West,longbeachstate.com,womens-tennis,2023,devalue,7
Long Beach State,Big West,longbeachstate.com,womens-tennis,2024,devalue,8
Long Beach State,Big West,longbeachstate.com,womens-tennis,2025,devalue,8
Long Beach State,Big West,longbeachstate.com,womens-tennis,2026,devalue,8
UC Santa Barbara,Big West,ucsbgauchos.com,mens-tennis,2022,legacy-html,10
UC Santa Barbara,Big West,ucsbgauchos.com,mens-tennis,2023,legacy-html,10
UC Santa Barbara,Big West,ucsbgauchos.com,mens-tennis,2024,legacy-html,10
UC Santa Barbara,Big West,ucsbgauchos.com,mens-tennis,2025,legacy-html,10
UC Santa Barbara,Big West,ucsbgauchos.com,mens-tennis,2026,legacy-html,12
UC Santa Barbara,Big West,ucsbgauchos.com,womens-tennis,2022,legacy-html,8
UC Santa Barbara,Big West,ucsbgauchos.com,womens-tennis,2023,legacy-html,8
UC Santa Barbara,Big West,ucsbgauchos.com,womens-tennis,2024,legacy-html,8
UC Santa Barbara,Big West,ucsbgauchos.com,womens-tennis,2025,legacy-html,10
UC Santa Barbara,Big West,ucsbgauchos.com,womens-tennis,2026,legacy-html,9
Jacksonville State,Conference USA,jaxstatesports.com,mens-tennis,2022,devalue,12
Jacksonville State,Conference USA,jaxstatesports.com,mens-tennis,2023,devalue,11
Jacksonville State,Conference USA,jaxstatesports.com,mens-tennis,2024,devalue,12
Jacksonville State,Conference USA,jaxstatesports.com,mens-tennis,2025,devalue,10
Jacksonville State,Conference USA,jaxstatesports.com,mens-tennis,2026,devalue,8
Jacksonville State,Conference USA,jaxstatesports.com,womens-tennis,2022,devalue,9
Jacksonville State,Conference USA,jaxstatesports.com,womens-tennis,2023,devalue,9
Jacksonville State,Conference USA,jaxstatesports.com,womens-tennis,2024,devalue,7
Jacksonville State,Conference USA,jaxstatesports.com,womens-tennis,2025,devalue,9
Jacksonville State,Conference USA,jaxstatesports.com,womens-tennis,2026,devalue,7
New Mexico State,Conference USA,nmstatesports.com,mens-tennis,2022,legacy-html,9
New Mexico State,Conference USA,nmstatesports.com,mens-tennis,2023,legacy-html,10
New Mexico State,Conference USA,nmstatesports.com,mens-tennis,2024,legacy-html,9
New Mexico State,Conference USA,nmstatesports.com,mens-tennis,2025,legacy-html,11
New Mexico State,Conference USA,nmstatesports.com,mens-tennis,2026,legacy-html,8
New Mexico State,Conference USA,nmstatesports.com,womens-tennis,2022,legacy-html,9
New Mexico State,Conference USA,nmstatesports.com,womens-tennis,2023,legacy-html,9
New Mexico State,Conference USA,nmstatesports.com,womens-tennis,2024,legacy-html,7
New Mexico State,Conference USA,nmstatesports.com,womens-tennis,2025,legacy-html,7
New Mexico State,Conference USA,nmstatesports.com,womens-tennis,2026,legacy-html,7
Liberty,Conference USA,libertyflames.com,mens-tennis,2022,devalue,9
Liberty,Conference USA,libertyflames.com,mens-tennis,2023,devalue,11
Liberty,Conference USA,libertyflames.com,mens-tennis,2024,devalue,9
Liberty,Conference USA,libertyflames.com,mens-tennis,2025,devalue,10
Liberty,Conference USA,libertyflames.com,mens-tennis,2026,devalue,9
Liberty,Conference USA,libertyflames.com,womens-tennis,2022,devalue,12
Liberty,Conference USA,libertyflames.com,womens-tennis,2023,devalue,11
Liberty,Conference USA,libertyflames.com,womens-tennis,2024,devalue,10
Liberty,Conference USA,libertyflames.com,womens-tennis,2025,devalue,7
Liberty,Conference USA,libertyflames.com,womens-tennis,2026,devalue,9
Middle Tennessee,Conference USA,goblueraiders.com,mens-tennis,2022,devalue,9
Middle Tennessee,Conference USA,goblueraiders.com,mens-tennis,2023,devalue,7
Middle Tennessee,Conference USA,goblueraiders.com,mens-tennis,2024,devalue,10
Middle Tennessee,Conference USA,goblueraiders.com,mens-tennis,2025,devalue,8
Middle Tennessee,Conference USA,goblueraiders.com,mens-tennis,2026,devalue,11
Middle Tennessee,Conference USA,goblueraiders.com,womens-tennis,2022,devalue,8
Middle Tennessee,Conference USA,goblueraiders.com,womens-tennis,2023,devalue,10
Middle Tennessee,Conference USA,goblueraiders.com,womens-tennis,2024,devalue,11
Middle Tennessee,Conference USA,goblueraiders.com,womens-tennis,2025,devalue,11
Middle Tennessee,Conference USA,goblueraiders.com,womens-tennis,2026,devalue,9
FIU,Conference USA,fiusports.com,mens-tennis,2022,none,0
FIU,Conference USA,fiusports.com,mens-tennis,2023,none,0
FIU,Conference USA,fiusports.com,mens-tennis,2024,none,0
FIU,Conference USA,fiusports.com,mens-tennis,2025,none,0
FIU,Conference USA,fiusports.com,mens-tennis,2026,none,0
FIU,Conference USA,fiusports.com,womens-tennis,2022,legacy-html,5
FIU,Conference USA,fiusports.com,womens-tennis,2023,legacy-html,7
FIU,Conference USA,fiusports.com,womens-tennis,2024,legacy-html,8
FIU,Conference USA,fiusports.com,womens-tennis,2025,legacy-html,8
FIU,Conference USA,fiusports.com,womens-tennis,2026,legacy-html,9
Coastal Carolina,Sun Belt,goccusports.com,mens-tennis,2022,devalue,9
Coastal Carolina,Sun Belt,goccusports.com,mens-tennis,2023,devalue,9
Coastal Carolina,Sun Belt,goccusports.com,mens-tennis,2024,devalue,9
Coastal Carolina,Sun Belt,goccusports.com,mens-tennis,2025,devalue,8
Coastal Carolina,Sun Belt,goccusports.com,mens-tennis,2026,devalue,8
Coastal Carolina,Sun Belt,goccusports.com,womens-tennis,2022,devalue,8
Coastal Carolina,Sun Belt,goccusports.com,womens-tennis,2023,devalue,8
Coastal Carolina,Sun Belt,goccusports.com,womens-tennis,2024,devalue,9
Coastal Carolina,Sun Belt,goccusports.com,womens-tennis,2025,devalue,8
Coastal Carolina,Sun Belt,goccusports.com,womens-tennis,2026,devalue,8
Louisiana Tech,Conference USA,latechsports.com,mens-tennis,2022,none,0
Louisiana Tech,Conference USA,latechsports.com,mens-tennis,2023,none,0
Louisiana Tech,Conference USA,latechsports.com,mens-tennis,2024,none,0
Louisiana Tech,Conference USA,latechsports.com,mens-tennis,2025,none,0
Louisiana Tech,Conference USA,latechsports.com,mens-tennis,2026,none,0
Louisiana Tech,Conference USA,latechsports.com,womens-tennis,2022,devalue,10
Louisiana Tech,Conference USA,latechsports.com,womens-tennis,2023,devalue,10
Louisiana Tech,Conference USA,latechsports.com,womens-tennis,2024,devalue,7
Louisiana Tech,Conference USA,latechsports.com,womens-tennis,2025,devalue,7
Louisiana Tech,Conference USA,latechsports.com,womens-tennis,2026,devalue,8
Georgia State,Sun Belt,georgiastatesports.com,mens-tennis,2022,legacy-html,9
Georgia State,Sun Belt,georgiastatesports.com,mens-tennis,2023,legacy-html,7
Georgia State,Sun Belt,georgiastatesports.com,mens-tennis,2024,legacy-html,8
Georgia State,Sun Belt,georgiastatesports.com,mens-tennis,2025,legacy-html,7
Georgia State,Sun Belt,georgiastatesports.com,mens-tennis,2026,legacy-html,9
Georgia State,Sun Belt,georgiastatesports.com,womens-tennis,2022,legacy-html,8
Georgia State,Sun Belt,georgiastatesports.com,womens-tennis,2023,legacy-html,7
Georgia State,Sun Belt,georgiastatesports.com,womens-tennis,2024,legacy-html,10
Georgia State,Sun Belt,georgiastatesports.com,womens-tennis,2025,legacy-html,9
Georgia State,Sun Belt,georgiastatesports.com,womens-tennis,2026,legacy-html,7
Georgia Southern,Sun Belt,gseagles.com,mens-tennis,2022,devalue,10
Georgia Southern,Sun Belt,gseagles.com,mens-tennis,2023,devalue,13
Georgia Southern,Sun Belt,gseagles.com,mens-tennis,2024,devalue,11
Georgia Southern,Sun Belt,gseagles.com,mens-tennis,2025,devalue,9
Georgia Southern,Sun Belt,gseagles.com,mens-tennis,2026,devalue,8
Georgia Southern,Sun Belt,gseagles.com,womens-tennis,2022,devalue,7
Georgia Southern,Sun Belt,gseagles.com,womens-tennis,2023,devalue,9
Georgia Southern,Sun Belt,gseagles.com,womens-tennis,2024,devalue,9
Georgia Southern,Sun Belt,gseagles.com,womens-tennis,2025,devalue,8
Georgia Southern,Sun Belt,gseagles.com,womens-tennis,2026,devalue,9
Sam Houston,Conference USA,gobearkats.com,mens-tennis,2022,none,0
Sam Houston,Conference USA,gobearkats.com,mens-tennis,2023,none,0
Sam Houston,Conference USA,gobearkats.com,mens-tennis,2024,none,0
Sam Houston,Conference USA,gobearkats.com,mens-tennis,2025,none,0
Sam Houston,Conference USA,gobearkats.com,mens-tennis,2026,none,0
Sam Houston,Conference USA,gobearkats.com,womens-tennis,2022,devalue,8
Sam Houston,Conference USA,gobearkats.com,womens-tennis,2023,devalue,10
Sam Houston,Conference USA,gobearkats.com,womens-tennis,2024,devalue,9
Sam Houston,Conference USA,gobearkats.com,womens-tennis,2025,devalue,7
Sam Houston,Conference USA,gobearkats.com,womens-tennis,2026,devalue,9
Western Kentucky,Conference USA,wkusports.com,mens-tennis,2022,none,0
Western Kentucky,Conference USA,wkusports.com,mens-tennis,2023,none,0
Western Kentucky,Conference USA,wkusports.com,mens-tennis,2024,none,0
Western Kentucky,Conference USA,wkusports.com,mens-tennis,2025,none,0
Western Kentucky,Conference USA,wkusports.com,mens-tennis,2026,none,0
Western Kentucky,Conference USA,wkusports.com,womens-tennis,2022,devalue,8
Western Kentucky,Conference USA,wkusports.com,womens-tennis,2023,devalue,7
Western Kentucky,Conference USA,wkusports.com,womens-tennis,2024,devalue,8
Western Kentucky,Conference USA,wkusports.com,womens-tennis,2025,devalue,8
Western Kentucky,Conference USA,wkusports.com,womens-tennis,2026,devalue,8
Louisiana,Sun Belt,ragincajuns.com,mens-tennis,2022,devalue,8
Louisiana,Sun Belt,ragincajuns.com,mens-tennis,2023,devalue,11
Louisiana,Sun Belt,ragincajuns.com,mens-tennis,2024,devalue,13
Louisiana,Sun Belt,ragincajuns.com,mens-tennis,2025,devalue,9
Louisiana,Sun Belt,ragincajuns.com,mens-tennis,2026,devalue,7
Louisiana,Sun Belt,ragincajuns.com,womens-tennis,2022,devalue,6
Louisiana,Sun Belt,ragincajuns.com,womens-tennis,2023,devalue,8
Louisiana,Sun Belt,ragincajuns.com,womens-tennis,2024,devalue,8
Louisiana,Sun Belt,ragincajuns.com,womens-tennis,2025,devalue,8
Louisiana,Sun Belt,ragincajuns.com,womens-tennis,2026,devalue,9
